eventid,iyear,imonth,iday,provstate,city,attacktype1_txt,targtype1_txt,gname,weaptype1_txt
2.01E+11,2009,3,23,Jharkhand,,Armed Assault,Government (General),Unknown,Firearms
2.01E+11,2009,3,24,Andhra pradesh,East Godavari,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,3,24,Assam,North Cachar Hills,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,3,25,Assam,Guwahati,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.01E+11,2009,3,25,Assam,Tezpur,Bombing/Explosion,Business,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.01E+11,2009,3,25,Assam,Tinsukia,Armed Assault,Terrorists/Non-State Militia,United Liberation Front of Assam (ULFA),Firearms
2.01E+11,2009,3,25,Chhattisgarh,Dantewada,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,3,25,Manipur,Imphal,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.01E+11,2009,3,25,Manipur,Imphal,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,3,27,Manipur,Imphal,Armed Assault,Police,Unknown,Firearms
2.01E+11,2009,3,28,Assam,North Cachar Hills,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.01E+11,2009,3,28,Jharkhand,Simdega,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,3,28,Manipur,Imphal,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,3,29,Orissa,Mayurbhanj,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,3,29,Orissa,Mayurbhanj,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,3,30,Jharkhand,Bokaro,Bombing/Explosion,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,3,30,Manipur,Imphal,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,3,30,Manipur,Ukhrul,Armed Assault,Government (General),National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Firearms
2.01E+11,2009,3,31,Assam,Guwahati,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,3,31,Bihar,Jamui,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,3,31,Manipur,Imphal,Armed Assault,Police,Unknown,Firearms
2.01E+11,2009,3,31,Nagaland,Dimapur,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,National Socialist Council of Nagaland-Khaplang (NSCN-K),Unknown
2.01E+11,2009,3,31,Orissa,Sundargarh,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,4,2,Jharkhand,Chatra,Bombing/Explosion,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,2,Jharkhand,Chatra,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,2,Jharkhand,Chatra,Bombing/Explosion,Business,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,2,Orissa,Malkangiri,Facility/Infrastructure Attack,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,4,3,Chhattisgarh,Dantewada,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,4,3,Manipur,Imphal,Armed Assault,Violent Political Party,Kangleipak Communist Party (KCP),Firearms
2.01E+11,2009,4,4,Jharkhand,Latehar,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,6,Assam,Dhubri,Bombing/Explosion,Police,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.01E+11,2009,4,6,Assam,Guwahati,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.01E+11,2009,4,6,Bihar,Aurangabad,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,6,Jharkhand,Latehar,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,4,7,Chhattisgarh,Bijapur,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,7,Jharkhand,Seraikela-Kharsawan,Armed Assault,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,4,8,Assam,North Cachar Hills,Bombing/Explosion,Government (General),Dima Halao Daoga (DHD),Explosives/Bombs/Dynamite
2.01E+11,2009,4,8,Bihar,Aurangabad,Bombing/Explosion,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,8,Bihar,Gaya,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,8,Jammu and Kashmir,Srinagar,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,4,8,Jharkhand,Garwah,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,4,9,Jharkhand,Palamau,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,9,Jharkhand,Palamau,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,4,10,Assam,North Cachar Hills,Armed Assault,Transportation,Dima Halao Daoga (DHD),Firearms
2.01E+11,2009,4,10,Chhattisgarh,Dantewada,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,4,10,Jammu and Kashmir,Doda,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,4,10,Jharkhand,Garwah,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,4,10,West Bengal,Midnapore,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,4,11,Assam,North Cachar Hills,Armed Assault,Transportation,Dima Halao Daoga (DHD),Firearms
2.01E+11,2009,4,11,Jharkhand,Khunti,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,4,12,Assam,North Cachar Hills,Armed Assault,Police,Black Widows,Firearms
2.01E+11,2009,4,12,Assam,Karbi Anglong,Bombing/Explosion,Transportation,Karbi Longri North Cachar Liberation Front (KLNLF),Explosives/Bombs/Dynamite
2.01E+11,2009,4,12,Chhattisgarh,Bijapur,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,12,Manipur,Imphal,Bombing/Explosion,Government (General),Kangleipak Communist Party (KCP),Explosives/Bombs/Dynamite
2.01E+11,2009,4,12,Orissa,Koraput,Facility/Infrastructure Attack,Government (General),Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,4,12,Orissa,Damanjodi,Armed Assault,Business,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,4,13,Bihar,Aurangabad,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
2.01E+11,2009,4,13,Bihar,Aurangabad,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,13,Karnataka,Yelahanka,Armed Assault,Business,Unknown,Melee
2.01E+11,2009,4,14,Assam,Karbi Anglong,Bombing/Explosion,Government (General),Karbi Longri North Cachar Liberation Front (KLNLF),Explosives/Bombs/Dynamite
2.01E+11,2009,4,14,Bihar,Aurangabad,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,4,14,Bihar,Gaya,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,14,Manipur,Ukhrul,Unknown,Military,United National Liberation Front (UNLF),Unknown
2.01E+11,2009,4,15,Assam,North Cachar Hills,Armed Assault,Transportation,Dima Halao Daoga (DHD),Firearms
2.01E+11,2009,4,15,Bihar,Gaya,Unknown,Government (General),Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,4,15,Bihar,Rohtas,Armed Assault,Military,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,4,15,Jharkhand,Latehar,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,16,Assam,Karbi Anglong,Armed Assault,Government (General),Karbi Longri North Cachar Liberation Front (KLNLF),Firearms
2.01E+11,2009,4,16,Assam,Karbi Anglong,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,4,16,Bihar,Gaya,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,4,16,Chhattisgarh,Dantewada,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,4,16,Chhattisgarh,Dantewada,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,4,16,Chhattisgarh,Dantewada,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,4,16,Chhattisgarh,Narayanpur,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,16,Chhattisgarh,Raj Nandgaon,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,16,Jharkhand,Latehar,Unknown,Military,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,4,16,Jharkhand,Latehar,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,4,16,Orissa,Malkangiri,Facility/Infrastructure Attack,Government (General),Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,4,16,Bihar,Gaya,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,4,17,Manipur,Imphal,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,4,18,Assam,Sonitpor,Hostage Taking (Kidnapping),Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Unknown
2.01E+11,2009,4,18,Jammu and Kashmir,Doda,Hostage Taking (Kidnapping),Private Citizens & Property,Lashkar-e-Taiba (LeT),Unknown
2.01E+11,2009,4,18,Jharkhand,Latehar,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,4,19,Assam,North Cachar Hills,Armed Assault,Transportation,Unknown,Firearms
2.01E+11,2009,4,19,Bihar,Gaya,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,4,19,Manipur,Imphal,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.01E+11,2009,4,19,Manipur,Thoubal,Hijacking,Private Citizens & Property,Unknown,Incendiary
2.01E+11,2009,4,19,West Bengal,Puruliya,Bombing/Explosion,Business,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,20,Assam,North Cachar Hills,Armed Assault,Military,Black Widows,Firearms
2.01E+11,2009,4,20,Kerala,Waywand,Hostage Taking (Kidnapping),Government (General),Communist Party of India- Marxist-Leninist,Unknown
2.01E+11,2009,4,20,Nagaland,Dimapur,Hostage Taking (Kidnapping),Private Citizens & Property,National Socialist Council of Nagaland-Khaplang (NSCN-K),Unknown
2.01E+11,2009,4,21,Jammu and Kashmir,Punch,Bombing/Explosion,Transportation,Lashkar-e-Taiba (LeT),Explosives/Bombs/Dynamite
2.01E+11,2009,4,21,Jharkhand,Palamau,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,21,Jharkhand,Chatra,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,21,Jharkhand,Chatra,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,21,Bihar,Motihari,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,21,Manipur,Bishenpur,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,4,21,Manipur,Imphal,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,4,22,Assam,North Cachar Hills,Armed Assault,Military,Dima Halao Daoga (DHD),Firearms
2.01E+11,2009,4,22,Bihar,Gaya,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,4,22,Bihar,Aurangabad,Bombing/Explosion,Business,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,22,Jharkhand,Latehar,Hijacking,Transportation,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,4,23,Assam,North Cachar Hills,Unknown,Private Citizens & Property,Unknown,Unknown
2.01E+11,2009,4,23,Bihar,East Champaran,Bombing/Explosion,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,23,Bihar,Muzaffarpur,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,23,Jharkhand,Giridih,Bombing/Explosion,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,24,Assam,Kokrajhar,Armed Assault,Government (General),National Democratic Front of Bodoland (NDFB),Firearms
2.01E+11,2009,4,24,Jammu and Kashmir,Pulwama,Armed Assault,Government (General),Unknown,Firearms
2.01E+11,2009,4,25,Bihar,Gaya,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,26,Bihar,Samastipur,Assassination,Government (General),Unknown,Firearms
2.01E+11,2009,4,26,Bihar,Gaya,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,27,Orissa,Malkangiri,Unknown,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,4,27,Assam,Goalpara,Armed Assault,Private Citizens & Property,United Liberation Front of Assam (ULFA),Firearms
2.01E+11,2009,4,29,Assam,North Cachar Hills,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.01E+11,2009,4,29,Assam,North Cachar Hills,Unknown,Police,Unknown,Unknown
2.01E+11,2009,4,29,Chhattisgarh,Bijapur,Bombing/Explosion,Utilities,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,4,29,Assam,Kokrajhar,Assassination,Police,National Democratic Front of Bodoland (NDFB),Firearms
2.01E+11,2009,4,30,West Bengal,Puruliya,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,5,2,Assam,Nagaon,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,5,2,Chhattisgarh,Dantewada,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,5,3,West Bengal,Midnapore,Facility/Infrastructure Attack,Government (General),Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,5,4,Assam,Sonapur,Hostage Taking (Kidnapping),Business,Unknown,Unknown
2.01E+11,2009,5,4,Jammu and Kashmir,Srinagar,Armed Assault,Government (General),Unknown,Firearms
2.01E+11,2009,5,5,Bihar,Aurangabad,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,5,5,Manipur,Imphal,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,5,5,Orissa,Malkangiri,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,5,5,Chhattisgarh,Raj Nandgaon,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,5,5,Assam,Karbi Anglong,Unknown,Police,Karbi Longri North Cachar Liberation Front (KLNLF),Unknown
2.01E+11,2009,5,6,Chhattisgarh,Bastar,Unknown,Police,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,5,6,Chhattisgarh,Dantewada,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,5,7,Chhattisgarh,Narayanpur,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Melee
2.01E+11,2009,5,7,Orissa,Malkangiri,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,5,7,West Bengal,Asansol,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.01E+11,2009,5,7,Jammu and Kashmir,Srinagar,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary
2.01E+11,2009,5,8,West Bengal,Howrah,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,5,8,Assam,North Cachar Hills,Facility/Infrastructure Attack,Private Citizens & Property,Citizen's Rights Protection Volunteers,Incendiary
2.01E+11,2009,5,8,Manipur,Imphal,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,5,8,West Bengal,Asansol,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,5,9,Assam,North Cachar Hills,Facility/Infrastructure Attack,Private Citizens & Property,Citizen's Rights Protection Volunteers,Incendiary
2.01E+11,2009,5,11,Chhattisgarh,Dhamtari,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,5,11,Assam,Muktapur,Armed Assault,Police,United Liberation Front of Assam (ULFA),Firearms
2.01E+11,2009,5,11,Assam,North Cachar Hills,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
2.01E+11,2009,5,11,Chhattisgarh,Dhamtari,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,5,11,Chhattisgarh,Dhamtari,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,5,11,North Cachar Hills,Mupa,Facility/Infrastructure Attack,Transportation,Unknown,Sabotage Equipment
2.01E+11,2009,5,12,Jharkhand,Hazaribag,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,5,13,Tamil Nadu,Cuddalore,Armed Assault,Government (General),Unknown,Firearms
2.01E+11,2009,5,13,Tamil Nadu,Dindigul,Armed Assault,Violent Political Party,All India Anna Dravida Munetra Kazgan Party,Melee
2.01E+11,2009,5,13,Tamil Nadu,,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.01E+11,2009,5,13,West Bengal,Barasat,Unknown,Private Citizens & Property,Unknown,Unknown
2.01E+11,2009,5,13,Madlhya Pradesh,Ashoknagar,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.01E+11,2009,5,13,Manipur,Imphal,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,5,13,Assam,North Cachar Hills,Armed Assault,Military,Black Widows,Firearms
2.01E+11,2009,5,15,Chhattisgarh,Dantewara,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,5,15,Jammu and Kashmir,Gandarbal,Unknown,Private Citizens & Property,Hizbul Mujahideen (HM),Firearms
2.01E+11,2009,5,16,Jammu and Kashmir,Kupwara,Armed Assault,Private Citizens & Property,Unknown,Unknown
2.01E+11,2009,5,16,Jammu and Kashmir,Kupwara,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.01E+11,2009,5,16,Manipur,Imphal,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,5,16,West Bengal,Bardhaman,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,5,17,West Bengal,Howrah,Unarmed Assault,Violent Political Party,Unknown,Melee
2.01E+11,2009,5,17,West Bengal,Howrah,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,5,18,Andhra pradesh,Vishakhapatnam,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,5,18,Andhra pradesh,Hyderabad,Armed Assault,Police,Tehrik-e-Galba Islam,Firearms
2.01E+11,2009,5,19,Assam,Karbi Anglong,Armed Assault,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Firearms
2.01E+11,2009,5,19,Assam,North Cachar Hills,Armed Assault,Transportation,Dima Halao Daoga (DHD),Firearms
2.01E+11,2009,5,19,Assam,North Cachar Hills,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
2.01E+11,2009,5,19,Bihar,Gaya,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,5,20,Tamil Nadu,Erode,Facility/Infrastructure Attack,Transportation,Unknown,Incendiary
2.01E+11,2009,5,21,Kerala,Kannur,Bombing/Explosion,Violent Political Party,Communist Party of India- Marxist-Leninist,Explosives/Bombs/Dynamite
2.01E+11,2009,5,21,Tripura,Kanchanpur,Armed Assault,Military,Unknown,Firearms
2.01E+11,2009,5,21,,,Bombing/Explosion,Violent Political Party,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,5,21,Maharashtra,Gadchiroli,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,5,22,Assam,North Cachar Hills,Armed Assault,Business,Dima Halao Daoga (DHD),Firearms
2.01E+11,2009,5,23,Jharkhand,Chatra,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,5,23,Nagaland,Dimapur,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Unknown,Firearms
2.01E+11,2009,5,24,Manipur,Imphal,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.01E+11,2009,5,28,Assam,North Cachar Hills,Facility/Infrastructure Attack,Educational Institution,Unknown,Incendiary
2.01E+11,2009,5,28,Assam,North Cachar Hills,Facility/Infrastructure Attack,Transportation,Unknown,Sabotage Equipment
2.01E+11,2009,5,28,North Cachar Hills,Haflong,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
2.01E+11,2009,5,28,Assam,North Cachar Hills,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
2.01E+11,2009,5,29,Assam,North Cachar Hills,Armed Assault,Private Citizens & Property,Unknown,Incendiary
2.01E+11,2009,5,29,Assam,Badarpur,Facility/Infrastructure Attack,Transportation,Unknown,Sabotage Equipment
2.01E+11,2009,5,29,Orissa,Malkangiri,Armed Assault,Business,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,5,29,Orissa,Malkangiri,Armed Assault,Business,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,5,29,Orissa,Chandipur,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,5,30,Orissa,Malkangiri,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,5,30,Orissa,Malkangiri,Bombing/Explosion,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,5,31,Manipur,Thoubal,Armed Assault,Terrorists/Non-State Militia,United Liberation Front of Assam (ULFA),Firearms
2.01E+11,2009,5,31,Orissa,Malkangiri,Bombing/Explosion,Business,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,6,1,Gujarat,Anand,Bombing/Explosion,Transportation,Students Islamic Movement of India (SIMI),Explosives/Bombs/Dynamite
2.01E+11,2009,6,1,Assam,North Cachar Hills,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.01E+11,2009,6,3,Assam,Kokrajhar,Armed Assault,Terrorists/Non-State Militia,Unknown,Firearms
2.01E+11,2009,6,3,North Cachar Hills,Haflong,Facility/Infrastructure Attack,Private Citizens & Property,Dima Halao Daoga (DHD),Incendiary
2.01E+11,2009,6,3,North Cachar Hills,Haflong,Facility/Infrastructure Attack,Private Citizens & Property,Black Widows,Incendiary
2.01E+11,2009,6,3,West Bengal,Bankura,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,6,3,Orissa,Malkangiri,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,6,3,Andhra pradesh,Vishakhapatnam,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2009,6,4,West Bengal,Gokulnagar,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary
2.01E+11,2009,6,4,West Bengal,Birbhum,Unknown,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,6,4,West Bengal,Gokulnagar,Assassination,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2009,6,5,Orissa,Keonjhar,Unknown,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2009,6,5,West Bengal,Gokulnagar,Unknown,Private Citizens & Property,Unknown,Unknown
2.01E+11,2009,6,5,Jammu and Kashmir,Pulwama,Armed Assault,Government (General),Unknown,Firearms
2.01E+11,2009,6,7,Orissa,Koraput,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,6,7,Orissa,Koraput,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,6,7,Orissa,Koraput,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2009,6,7,Chhattisgarh,Kanker,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
2.01E+11,2009,6,8,Assam,Chirang,Armed Assault,Government (General),Bodo People’s Front (BPF),Firearms
